Book Reference No,Description_x,Material_x,Museum Reference No_x,Citation_x,ref_no_x,path_x,path_exists_x,update
297,Bottle,Blue faience,SNM 31206,"297 Bottle Blue faience Kerma, Western Necropolis, COT 112 Kushite (Napatan) H175 mm: rim: D 43 mm SNM 31206 This little ovoid bottle with flared mouth was discovered in situ in the tomb of a woman buried in a fcetal position, with her left arm bent towards the face. The bottle appears to have been placed in her hand and against her forehead, near a New Year's flask. The skilled manufacture together with the elegant lines accentuated by the fluted decoration make 297 this a remarkable piece, Similar faience bot- tes, albeit without the fluted decoration, have been attested at Sanam (Griffith 1923, 163, pl. XVI [t. 1011]) and in the Western Cemetery at Qustul (Williams 1994, 59, pl. 13). NF Bonnet 1995, 52 --- Page 298 ---",31206,sudan-ancient-treasures-images/31206.png,True,
298,Lotus cup,Copper alloy,SNM 24746,"298 Lotus cup Copper alloy Kerma, Western Cemetery, Girls’ School Kushite (Napatan) H81mm,D 102mm SNM 24746 Cup in the shape of a lotus flower, with a knob soldered with tin at the base. The ribbed foliole decoration was chiselled and so was the band filled with ovoid motifs divided by a series of small vertical and horizontal lines. This cup and the cup of Penamon (cat. 295) belong to the same group of objects, and the former's manufacture is as skilled as the latter, In fact, the alloy used is identical (85.5 per cent copper and 14.5 per cent tin, with traces of iron and lead). The interior of the cup has a golden colour. CB Bonnet 1990a, 236, no. 11; Bonnet and Valbelle 1980, 1-12 299b",24746,sudan-ancient-treasures-images/24746.png,True,
299,Head of a ba-statue,"Sandstone, wood",SNM 31118,"299 Head of a ba-statue Sandstone, wood Sedeinga, sector II of the large necropolis, Grave II T84, s2 Kushite (Meroitic), second—third centuries ap H 157 mm, W 126.8 mm, Th 93.4 mm SNM 31118 This superb head of a ba-statue with dis- tinctive traits is characteristic of Kushite art, where accentuated brachycephalia, for example, is well known in the statuary and monumental decoration from the Napatan 299a rt and ~ Ught Hadlrstyle Over tie traiian wre small, detailed curls and the geometric cut at the temple in front of the ears. The beautiful smiling face, with a dimpled chin, the large eyes bordered by a listel, is that of a serene man in his prime. Traces of red ochre prove that the statue was painted. At the top of the cranium a hole was cut to receive a disc that crowned the statue. A wooden one (cat. 299b) was found nearby, whose tenon would fit per- fectly; it was possibly once gilded. CB-N --- Page 299 --- SUDAN: ANCIENT TREASURES 300%",31118,sudan-ancient-treasures-images/31118_front.png,False,sudan-ancient-treasures-images/31118_front.png
300,Chapel lintel,Sandstone,SNM 20434,"300 Chapel lintel Sandstone Sedeinga. western sector of the large necropolis Kushite (Meroitic), second half of second century aD H 400 mm. W 1100 mm,Th 150 mm SNM 20434 The door jambs of the Meroitic chapels at Sedeinga supported a lintel of sandstone with a cavetto cornice decorated with a solar disc and a winged uraeus above a horizontal torus moulding. This lintel comes from the chapel of Netemkhor (cf. cats 301—4) and carries on the cornice a text of five lines in cursive Meroitic that continues with two lines below the torus; the inscription is continued on the threshold of the chapel (cat. 302). The whole repeats, with some slight variants, the litany of the stela (cat. 304) and the offering table (cat. 303): after an invocation to Isis and Osiris, gods of mercy whose aura (or essence) had arrived from Graeco-Roman Egypt at the beginning of our era, the epitaph specifies the ancestry of the dead person and his titles before the customary formula of benedictions and prayers. CB-N FHN II, 670; Ill, 1014; Heyler 1965, 192; Leclant 1966a, 162, pl. XXXI, fig. 54; 1970, 257, 276, figs 7A, 7B; Reinold 2000a, 112, 141, no. 143: REM 1091; Schiff-Giorgini 1966a, 255, pls XXX, XXXII; 1966b, 10, fig. 13",20434,sudan-ancient-treasures-images/20434.png,True,
301,Door jamb of chapel,Sandstone,SNM 23060,"301 Door jamb of chapel Sandstone Sedeinga, western sector of the large necropolis, near Grave W T2 Kushite (Meroitic), second half of second century av H 880 mm, W 280 mm, Th 140 mm SNM 23060 Asmall chapel stood on the east side of Meroitic pyramids, sealing the sloping passage that led to the subterranean funerary chamber. The dimensions of the chapels were often so small that it would have been impossible to carry out the ceremonies within. On each side of the door, the door jambs that supported the entab- lature could be decorated with deities in the act of adoration (raised arms in front of the face) or pouring water for the funerary libation, as here on the superbly preserved northern jamb of the chapel of Netemkhor, a man of note at Sedeinga in the second century AD. Anubis, with a jackal’s head, wearing a long fringed skirt tied with a sash, wears rich jewellery on his arms, wrists and ankles; in honour of the dead person, he pours water from a situla (a breast-shaped vessel frequently used in the cult of Isis). On the other door jamb, now lost, a female deity would have faced him in the same attitude as can be seen on the offering table from the same chapel (cat. 303). The whole of the monument was probably painted, to judge by the traces of yellow and red colour found on the relief. On the under- --- Page 300 --- 299 side of the door jamb, a lateral tenon allowed it to be set into the threshold (cat. 302) of the doorway into the chapel. CB-N Leclant 1972, 276, pl. XXX, fig. 36; Reinold 2000a, 115, 142, no. 146; 2003d, 262, no. 235; Schiff-Giorgini 1971, 9, fig. 2; Wildung 1997, 285. no. 303; Yellin 1978, 226, fig. 1",23060,sudan-ancient-treasures-images/23060.png,True,
302,Threshold of chapel,Sandstone,SNM 23059,"302 Threshold of chapel Sandstone Sedeinga, western sector of the large cemetery Kushite (Meroitic), second half of second century ap H 280mm, W 640 mm, Th 140 mm SNM 23059 An exceptional object, this sandstone thresh- old is well preserved and includes rectangular cuts on each side into which were inserted the door jambs of the chapel of Netemkhor (cat. 301). Seven well-preserved lines of a cursive Meroitic inscription were inscribed here, completing the text on the lintel (cat. 300) which crowned the doorway of the chapel. CB-N FHN III, 1014; Leclant 1966a, 162; 1970, 257, 258, 276, fig. 6; Priese 1997b; Reinold 2000a, 142. no. 145; REM 1116; Schiff-Giorgini 1966a, 255, pl. XXXII --- Page 301 --- 300 SUDAN: ANCIENT TREASURES",23059,sudan-ancient-treasures-images/23059.png,True,
303,Offering table,Sandstone,SNM 23058,"303 Offering table Sandstone Sedeinga, western sector of the large necropolis Kushite (Meroitic), second half of second century AD H 500 mm, W 440 mm, Th 100 mm SNM 23058 Placed at the entrance of the chapels that lay to the east of Meroitic pyramids, offering tables, generally of sandstone but sometimes of terracotta, must have been used during the funeral ceremonies; a libation, probably of water, would have been poured while prayers were recited invoking the mercy of Isis and Osiris. The representation on this table, in the name of Netemkhor (cf. cat. 304), identifies the ceremony: in the centre is Isis holding a small round vase, while facing her is Anubis with a jackal head, pouring for the dead person the libation over loaves of bread and trussed ducks piled up over an altar-chapel. An inscription in cursive Meroitic runs around the spouted offering table, with the verses of traditional prayers. CB-N Heyler et al, 1975, 29-31; Hofmann 1991, 26, 29, 109, 174, 185, 189; Leclant 1972, 275, pl. XXIX, fig. 35; Reinold 2000a, 115, 141, no, 144; REM 1144; Schiff-Giorgini 1971, 12, fig. 4 --- Page 302 ---",23058,sudan-ancient-treasures-images/23058.png,True,
305,Cup,Copper alloy,SNM 24744,"305 Cup Copper alloy Kerma, Western Cemetery, Girls’ School, Tomb 3B Kushite (Meroitic) H60mm,D 138mm SNM 24744 This small hammered bronze cup, thinned on a wheel, covered the mouth of one of the four large jars placed in the tomb of a presumably male individual, who was buried in a rectan- gular coffin (Bonnet 1990a, 239, nos 355-9). The cup is a classic element of Meroitic funer- ary equipment. This tomb was coupled with another (no. 3A), in which the individual, presumably female, lay in an anthropomor- phic coffin. The equipment deposited in this second tomb comprised two large jars, a jug. a strainer and a small pouch containing various personal hygiene tools. CB Bonnet 1978, 122, fig. 7",24744,sudan-ancient-treasures-images/24744.png,True,
306,Bowl with handle,Copper alloy,SNM 24903,"306 Bowl with handle Copper alloy Kerma, Western Cemetery, Girls’ School, Tomb 10 Kushite (Meroitic) H90mm,D 176mm SNM 24903 Bowl with a slightly flattened base and fitted with one small rounded handle. The extrem- ities of the handle socket riveted to the body are cut in the shape of flowers. Traces of fabric are still visible on the body. This bowl comes from a tomb in which three individuals were successively buried. It was found in the fill layer above the four large jars associated with the latest burial, the jars being dated to the first century bc. The funerary chamber was accessible by a sloping shaft more than 2.5 min length. cB Bonnet 1978, 123-6: 1990a, 240, nos 360-61 301 | --- Page 303 --- SUDAN: ANCIENT TREASURES i,",24903,sudan-ancient-treasures-images/24903.png,True,
307,Bucket,"Bronze, iron",SNM 25371,"307 Bucket Bronze, iron Kerma, Western Cemetery. Girls’ School, Tomb 72 Kushite (Meroitic) H 162 mm. H (with handle) 180 mm, D 162 mm SNM 25371 This bucket was discovered in a tomb that accommodated at least three successive burials, the latest inside an anthropomorphic coffin. The vessel, which has a carinated shoul- der and a slightly flared base, is fitted with an iron handle that is curved at the top to form a loop. The five blocked holes observed under the rim were, without a doubt, part of an ancient Suspension system. A long bronze strainer with a tubular handle and ovoid tip, similar to those discovered at Meroe (Dunham 1963, 93), was still in place inside the vessel, CB Bonnet 1990a, 248, no. 391 308",25371,sudan-ancient-treasures-images/25371.png,True,
308,Necklace,"Glass, carnelian",SNM 28780,"308 Necklace Glass, carnelian Sai Island, Site 8-B-5.SAS2 Kushite (Meroitic) L754 mm, beads of various sizes SNM 28780 In Meroitic graves the deceased often wear personal decoration, more particularly neck- laces and armlets made of beads of various types. According to J. Vercoutter, the excava- tor, this string of beads was found in its original place, strung as it is shown here. On both sides of the groups of four golden glass beads, smaller beads made of glass and car- nelian are separated by series of tiny brown glass beads, FG Reinold 2000a, 142, no, 153; Vercoutter 1979, 222, 225-7, 234, no, 20, fig. 9b",28780,sudan-ancient-treasures-images/28780.png,True,
310,Vessel with unguent,Glass,SNM 28775,"310 Vessel with unguent Glass Sai Island. Site 8-B-5.SAS2 Kushite (Meroitic) H150mm,.D 155mm SNM 28775 Up to now, glass vessels have been found in Meroitic graves dating to the first centuries Ab. This round-bellied two-handled one belongs to a type known in Greek literature as an aryballos. It is made of pale green, heavy glass and is decorated with incisions and round spots. It contained an unguent that has partly survived dehydration, though an analysis failed to identify it with precision. Such vessels, produced between the first and the fourth centuries ap, were distributed widely over the Roman world. Those found in Nubia were probably manufactured in Alexandria and distributed once filled with their contents. Like other objects found in the same graves, they document long-distance trade between Roman Egypt and the Kushite Meroitic kingdom. A number of them have been found in Sai, but most were broken and incomplete. This example was found in a grave near the feet of the deceased. FG Reinold 2000a, 143, no. 176; Vercoutter 1979, 225-6, 233, no. 16, fig. lle",28775,sudan-ancient-treasures-images/28775.png,True,
311,Vessel with unguent,Glass,SNM 31345,"311 Vessel with unguent Glass Sai Island, Site 8-B-5.SN Kushite (Meroitic) H 134mm,D 114mm SNM 31345 This glass vessel is an aryballos similar to cat. 310, though it is slightly smaller and displays a different decoration. It also contains an unguent that has partly survived dehydra- tion. It was found north of a wooden coffin that contained the disturbed remains of a young woman lying with her head to the south, FG Geus 1995, 88, fig. 8; 1996, 78, 80 (photograph upper right); 1997, 102, 107, fig. 3b; Geus et al. 1995, 113, fig. 13. pl. Vila",31345,sudan-ancient-treasures-images/31345.png,True,
312,Kohl container with lid,Wood,SNM 28777,"312 Kohl container with lid Wood Sai Island, Site 8-B-5.SAS2 Kushite (Meroitic) H 163mm,D 28mm SNM 28777 Cylindrical containers made of hard, dark red wood have been found in many Meroitic graves. This one and its lid display a simple decoration of incised parallel lines. It contains remains of galena, a black powder used to paint the eyelids and known as ‘koh!’ in Arabic. An analysis has shown that the wood is a kind of palisander, Dalbargia sp., whici: does not grow in the Nile Valley. As several species occur in different places in Asia and one type in Oman, it is likely that the wood was imported from one of those areas. FG Reinold 2000a, 142, no. 165; Vercoutter 1979, 224-5, 233, no. 17, fig. 10d",28777,sudan-ancient-treasures-images/28777.png,True,
313,Funerary stela,Sandstone,SNM 28782,"313 Funerary stela Sandstone Sai Island, Site 8-B-52.B Kushite (Meroitic) H 500 mm, W 335 mm, Th 50 mm SNM 28782 Round-topped stelae are a regular feature in Meroitic cemeteries. None has ever been found in its original place, but they were cer- tainly set up in the small chapels built against the eastern walls of the pyramids (cf. cat. 304) or the mastabas that covered the graves. This piece, carved out of fine sandstone, was found mixed with disturbed material in the descendary of a grave. It belongs to the most usual type, on which a winged disc flanked by two uraei is carved over a long cursive inscription arranged in horizontal lines. Although the Meroitic language has not been deciphered yet, funerary inscriptions which include an invocation to Isis and Osiris, the name and parentage of the deceased and for- mulae of benediction are repetitive and may be confidently translated, According to C. Rilly (in press), the stela dates from around Ab 150 and belongs to Waleye, son or daugh- ter of Kadite and ‘the chief’ (?), niece or --- Page 306 --- sebali, of the asidi Shatameterura and of © asidi Shateqala. nephew of the athune The title athmo apparenily indicates an important function which has been docu- mented previously on inscriptions from Sedeinga, while the title asidi, which appears here for the first time, probably indicates a local function. Such details make funerary inscriptions a precious source of information on the society of that period. FG Carrier 1999, 11 (REM 1273); Geus 2002, 111, 131, pl. XIla, pl. XV; Leclant et al. 2000, 1934-5; Reinold 2000a, 36, 142, no. 148; Rilly forth. Vi",28782,sudan-ancient-treasures-images/28782.png,True,
314,Bed leg,Wood,SNM 27868,"314 Bed leg Wood Gabati, Grave 27, no. GBT12401 Early medieval, late seventh century ap L420 mm, W 100 mm, Th 100 mm SNM 27868 This leg belongs to a set of four carved wooden legs that came from a dismantled bed. All were quite similar, nearly square in section with a simple carved decorative design. Wear-marks on the bottom of the legs suggests that they had seen much use and fresh chips on the lower part of two reflect Acs alamnateenngiten sped ean somerset ¥ Apes: ap dae oe Mi LYE ; ; if Gi } des te Pde nanan alparpibnasact yd) HERE ’ 4 x SUDAN: ANCIENT TREASI damage incurred when the bed was disman- tled, perhaps at the grave-side. While dating to after the introduction of Christianity to the central Sudan, this burial followed earlier pre- Christian practices. Elements of beds were found in several Post-Meroitic burials in the cemetery. The bodies were often laid in the grave on the bed frame after the removal of the bed legs, which were then either placed in the grave or dumped in the shaft. Complete beds have been found in some large Post- Meroitic graves at Meroe and el-Hobagi. DE Edwards 1998, 124. fig. 5.7 --- Page 307 ---",27868,sudan-ancient-treasures-images/27868.png,True,
315,Incense burner/ pot-stand,Ceramic,SNM 31217,"315 Incense burner/ pot-stand Ceramic Gabati, Grave 5, no, GBT T5/92c Post-Meroitic/early medieval, sixth century ap (?) H 193 mm, max. D 147 mm SNM 31217 Hand-made incense burner or pot-stand in Gabati fabric G5, with a rather dark purplish- red slip on all surfaces. It is decorated with a white design of vertical wavy lines and verti- cal rows of heart-shaped motifs, Similar ves- sels have been found in several Post-Meroitic cemeteries in the central Sudan, mainly in the area between Berber and Shendi, DE Smith 1998, 180, fig. 6.28",31217,sudan-ancient-treasures-images/31217.png,True,
316,Kohl pot,Ivory,SNM 31218,"316 Kohl pot Ivory Gabati, Grave 5, no, GBT T5/5 Post-Meroitic/early Medieval, sixth century ap (?) Base: H 95 mm, D 64 mm; lid: H 86 mm, max, D57mm SNM 31218 Complete turned ivory kohl pot with drilled centre. Very few such vessels have been found in either Post-Meroitic or medieval Christian contexts in Nubia. Found in the grave of an adult female, these pots were used to contain kohl, a green or black paint primarily of malachite or galena that was applied to the eyes with a wooden or metal spoon or stick (cf. cat. 312), DE Edwards 1998, 115, fig, 5.5",31218,sudan-ancient-treasures-images/31218.png,True,
317,Naturally preserved body and,"Bone, textile",SNM 31268,"317 Naturally preserved body and shroud Bone, textile Et-Tereif, Site 3-J-23 (B), Grave 92 Medieval L850 mm, W 180mm SNM 31268 The medieval Christian burials at et-Tereif were very spartan in contrast to the earlier Kerma and Kushite graves, and Grave 92 was no exception (Welsby 2003, 27-8). Medieval graves were orientated east-west, with the head usually to the west. The grave monu- ments were built of irregularly-shaped stones infilled with small pebbles and soil, forming a ‘box’ over the actual burial. Grave 92, how- ever, did not have an associated superstruc- ture. If such a monument had been provided it must have been demolished during the later use of the cemetery. This rectangular grave measured 1.4 x 0.35 m and was 0.98 m deep. A series of flat stones spanned the ledges on either side of the body so that it was protected from the grave infill. This is a common occur- rence in burials of this period. Usually the body was laid on its back in an extended posi- tion, but this skeleton was either too large for the grave or had been deliberately placed in a flexed position. The body was wrapped in a coarsely woven brown shroud which was held in place by a cord around the head, neck, waist, knees and feet. In order to preserve the 316 --- Page 308 --- SUDAN: ANCIENT TREASURES integrity of the burial, the body has remained unwrapped and therefore any demographic or pathological analysis must await radio- graphic examination. MAJ Welsby 2003, 27-8",31268,sudan-ancient-treasures-images/31268.png,True,
318,Stela of Mariankouda,Marble,SNM 30149,"318 Stela of Mariankouda Marble Hambukol, North Kom Medieval, 5 June ap 887 D 660 mm, Th 40mm SNM 30149 This well-finished white marble funerary stela was set in the pavement of the haikal in the North Kom church and later broken in situ. Ten fragments were preserved. Part of the bottom of the inscription and edge are miss- ing. A raised rim, 40 mm wide, encloses the inscription and the face is polished while the back is smoothed. Three small crosses are incised above the inscription and one incised cross is preserved below the text. Prior to carv- ing the inscription, several register lines were lightly engraved and remain visible, The text contains twenty-eight lines of incised Greek. It bears a late ninth-century date, the name of the Makurian king, Georgios, and mentions the name of Mariankouda and his administra- tive title, Tetrarchos — the only reference to this office discovered thus far. Mariankouda was probably buried in a crypt close to the inscrip- tion, The Mariankouda stela is similar to the circular inscription of King Georgios discov- ered in Egypt in the Wadi Natrun (Griffith 1928, 124), Another similar stela was discov- ered in the Cathedral of the Brick Pillars at Old Dongola embedded in the floor in a compara- ble manner (Gartkiewicz 1990, 302, pl. 177a), and two fragments from a different round stela were recently found in excava- tions at Kom H, Old Dongola (Lajtar 2003, pers. comm.). This extremely fine stela, of a high-ranking Makurian official, contrasts dramatically with the poor quality stela of the Alwan king David (cat. 197), both in the sophistication of the Greek text and quality of material utilized. The inscription reads as follows: ‘O patient, compassionate, very merciful, true God, You, at the beginning, have created man according to Your likeness and resemblance and then, when he, through the trick of the snake, has fallen out from the paradise of joy and, as a consequence of his disobedience, was subjected to death and became different from You, the one that you have held in esteem, [and You], in Your unspeakable glory, did not overlook [his] troublesome life and wearisome living but in Your mercy have shown compassion on him and were willing to look for and to save the sheep that was led astray and have sent Your only-begotten son that having been born of woman was subjected to law in order that he would redeem those who were subjected to law, for which reason he directly has come (and), after receiving a human body and becoming man and through ascending onto the wood [= cross] has saved all those who were subjected to death, [and] on the account of what God said to Adam ‘you are earth and into earth you will turn again’, through the aw inclination and will of God the me blessed Mariankouda, son of T[.Jophena, Tetrarch of the land of Makouria, has fallen asleep in the month of Payni [day] 11th, in the year from thes Martyrs 603, from his birth until his destiny he lived 72 years receiving all hi authority from the order of our blessed orthodox King Georgios. Wherefore we beseech you, o Lord, rest this very Caesar in the apartments of the illuminated one as well as this very servant of him [ie. Mariankouda]. Rest their souls in the bosom of Abraham and Isaac and Jacob, in the shining place, in the place of refreshment, from which pain and gries~ and lamentation have fled away. Pardon every sin committed by him in word or in deed or in thought, forgive [it] and redeem, because there is no man who would live and not sin. For You alone are without sin and Your justice is justice for ever, O Lord, and Your word is truth. For You are {unidentified words].’ (Lajtar 2003) JRA/AL Anderson 1999, 74, pl. XXXVI: Grzymski 2000, 35; Lajtar 2003 Aly SALT \ TTRAX ge 4 it 307 --- Page 309 --- THE MEROWE DAM ARCHAEOLOGICAL SALVAGE PROJECT SALAH ELDIN MOHAMED AHMED uilding a dam at the Fourth Cataract of the Nile is not a new amet inte project dates back to 1943, the period of the Anglo-Egyptian aciniteo: tration in the Sudan. Previously known as the Hamdab Dam, it has recently been renamed ‘Merowe’ after a small island, the tinea part of which will be cut through by the structure of the dam itself. Most of the local inhabitants pronounce the name of this island Mirowy. . For various reasons this project was not realized for sixty years. Ever since it came to power in 1989 the present government has considered the dam a project of top Priority because it will create enough hydroelectric power (1250 mg/w) to advelap many sectors of the national economy. After many studies made by expert aie national institutions and companies, the government of the Sudan decided to build a single dam, crossing the island of Merowe, located about 26 km upstream from the pyramids of Nuri. The completion of the project is scheduled for August 2008. The highest water level (reached during flood season) will be about 300 m above sea level. This will result in the inundation of a strip of land, about 170 km upstream of the dam. A lake approximately 4 km wide will be formed immediately behind the dam. This will necessitate the relocation of more than 48,000 people from their homes, The aim of the Merowe Dam Archaeological Salvage Project (MDASP) is to rescue archaeological sites endangered by the construction of this dam (figs 194—5).! A considerable number of archaeological sites will be affected to varying degrees: * Sites which will either be destroyed by the engineering activities at the dam site or covered by the waters of the lake upstream. This will include a strip of land of about 170 km on both banks of the Nile, together with many islands. Sites which will be destroyed by the building of houses and digging of irrigation canals in the resettlement areas. Sites which will be affected by the construction of power transmission lines. Although the monumental sites of the Napatan Region will not be directly affected by these activities, the National Corporation for Antiquities and Museums (NCAM) is concerned about the expected environmental changes. These sites include the famous Pharaonic and Kushite towns and cemeteries at Jebel Barkal, Nuri, Sanam, el-Kurru, Hillat el-Arab, the Post-Meroitic tumuli of ez-Zuma and Tangqasi, the Christian monastery of el-Ghazali, and the later strongholds at Merowe East, Kagabi, el-Datti, and possibly other sites located further downstream. --- Page 310 ---",30149,sudan-ancient-treasures-images/30149.png,True,
8,Grinding stone,Sandstone,SNM 31188,"8 Grinding stone Sandstone Sai Island. Site 8-B-11, Level 6 Early to Middle Palaeolithic Transition, c. 200,000 years ago L141 mm. W 63 mm. Th 34mm SNM 31188 Fragment of a grinding stone made of local Nubian sandstone and deliberately shaped into a circular form. It was found lying on one of its flat faces. The exposed face was stained with particles of manganese and calcite asa result of later soil formation. Sediment can be observed adhering to this face as the object has not been cleaned since its recovery during the excavations. The grinding stone will be analysed microscopically in order to detect specific wear patterns and, eventually, Organic or mineral traces of the substances that were ground with this tool, Besides grinding stones, other tools relat- ing to grinding activities have been found in the Sangoan levels at Site 8-B-11. There are several examples of rubbing stones with smoothly polished surfaces that were hand- held and used to grind vegetal substances. On one of them, the polish was found to include mineral particles of different grass species. There are also spherical objects, known as bolas, which may have been used as pecking tools for the grinding stones. PyP Van Peer et al. 2003",31188,sudan-ancient-treasures-images/31188.png,True,
9,Pebble with streaks of pigment,Chert,SNM 31185,"9 Pebble with streaks of pigment Chert Sai Island, Site 8-B-] 1, Level 6 Early to Middle Palaeolithic Transition, c. 200,000 Years ago L58 mm, W 31 mm, Th 19mm SNM 31185 This pebble was found amongst a dense concentration of raw ochre Jumps, It is the only example from Site 8-B-11 so far on which both yellow and red pigment appear to have been smeared. The flat face of the Pebble shows the presence of a central, dis- Continuous patch of red and a large patch of yellow is present in the upper left part. It is impossible to tell if these colour patches result from pigment processing activities or if they were consciously applied here, In the latter case, this object may have to be con- Sidered as a ‘work of art’, Hence, except for the heavily debated Berekhat Ram figurine from Israel, this would be the earliest evi- dence of artistic expression preceding a recently reported engraved ochre stick from Blombos Cave, South Africa, by about 130,000 years. PvP Van Peer et al. 2003",31185,,False,
10,Red and yellow pigments,Iron oxide,SNM 31187,"10 Red and yellow pigments Iron oxide Sai Island, Site 8-B-11, Level 6 Early to Middle Palaeolithic Transition, c. 200,000 years ago SNM 31187 The earliest Sangoan level at Site 8-B-11 exhibits some of the world’s earliest clear evi- dence for the exploitation of red and yellow iron oxides, and black manganese oxide and their processing into pigments. Numerous lumps were found in this level. The iron oxides were exploited from the Nubian sand- stone bedrock in the site's vicinity and trans- ported to it as lumps of variable dimensions. Here, four lumps are exhibited representing various stages of the manufacturing process. These include an unworked piece of yellow iron oxide, a fragment of yellow ochre showing chipping on its sides and rubbing striations on one of its faces, a red ochre with | | i i | i i i 9.10, 11 rubbing striations and a completely smoothed red ochre fragment, created as a result of intensive rubbing. It is unknown what the pigments were used for, but it seems likely that it was, at least on occasion, in the context of symbolic activi- ties. As in other African Middle Palaeolithic sites, yellow pigment lumps are by far the most numerous which seems to indicate a preference for yellow colours. PvP Van Peer et al. 2003",31187,sudan-ancient-treasures-images/3185_31187_31186.png,False,sudan-ancient-treasures-images/3185_31187_31186.png
11,Pebble with wear polish,Chert,SNM 31186,"11 Pebble with wear polish Chert Sai Island, Site 8-B-11, Level 6 Early to Middle Palacolithic Transition, c. 200,000 years ago L 60 mm, W 32 mm, Th 21 mm SNM 31186 This small chert pebble was found underneath the large grinding stone (cat. 7) in Level 6. On top of its natural gloss, resulting from ae transportation in the Nile river bed, one of its faces shows a very intensive polish. This polish, with parallel striations, is undoubtedly the result of the pebble’s use by humans. Chert pebbles showing an association of clearly contrasting colours, such as red and black in this case, are extremely rare in the natural gravel deposits which were exposed at the site during the early Middle Palaeolithic occupation. Nevertheless they occur quite frequently in Level 6 and it is, therefore, likely that they were deliberately selected from the wider environment. As some of them show adhering particles of ochre, their use seems to be related to pigment processing. This, in turn, suggests that pigment processing may have had ritual connotations. PvP Van Peer et al, 2003 --- Page 32 --- SUDAN: ANCIENT TREASURES 29 TriE SAGGAI REGION ISABELLA CANEVA he site of Saggai was excavated between 1979 and 1981, and again in 1990.! One of the prehistoric settlements which line the right bank of the Nile, about 40 km north of Khartoum, it was the first such site to be excavated after A.J. Arkell’s archaeological discoveries in the area. It revealed a cul- ture similar to that of the Khartoum Hospital site? and was carbon-14 dated to c. 5700 sc. The site consisted of an extensive dwelling area, with abundant settlement remains such as artefacts and food residues, scattered in a 600 mm-thick archaeo- logical deposit. Human burials were found in all test pits, as in all other such sites, which suggests that burials in these cultures were commonly associated with the dwellings. Chronologically on the borderline between the Palaeolithic and Neolithic, this culture is characterized by peculiar technological achievements, which include its pottery production and a complex settle- ment and territorial occupation. The earliest pottery is, quite unexpectedly, of very high technical quality (thin-walled, well fired) and aesthetic appearance (intensively and finely decorated with impressed motifs), The decoration covers the whole surface, from the rim to the round bottom, on most of the pots. The motifs, which vary according to the technique and tool used, are either widely spaced or packed, or arranged in bands, with different designs sometimes alternated. Implements include a wide range of bone artefacts (harpoons, perforators and handles), grind- ing stones and a large number of geometric microliths to be hafted into composite tools. Hunting and fishing were the main strategies for food procurement, as is attested by the tools and bone waste. Human bone pathology and chemistry suggest that the Saggai people consumed fish, molluscs and meat. Sedentariness and pottery-making in non-food pro- ducing societies are among the most notable peculiari- ties of African prehistory. The combined presence at Saggai of pottery and grinding equipment, which are quite common throughout the Sahara and Sudan well before the adoption of any form of food production, should not be taken as an argument for the presence of agriculture. The absence of botanical evidence and low ecological probability speak against it. The earliest post- Palaeolithic hunter-gatherers were defined in Sudan as Mesolithic because of their sedentary sites which lay close to the river, and because of their heavy depen- dence on riverine resources, as shown by food residues. These cultures, dated in this area to between c. 6000 and 4100 sc, were basically settled along the Nile but used the hinterland as a complementary hunting terri- tory as well as a supply area for raw material for their grinding equipment. Besides this rather ordinary site catchment, however, these groups were recently dis- covered to have established an exceptionally complex settlement pattern in the area. This system comprised functionally specialized settlements distributed over a vast territory, which extended from the Nile to at least",31186,sudan-ancient-treasures-images/3185_31187_31186.png,False,sudan-ancient-treasures-images/3185_31187_31186.png
12,Beads,Ostrich eggshell,SNM 31259,"12 Beads Ostrich eggshell Saggai. no. KAH.L4c/3 Mesolithic, ¢. 5500 ec D6-9 mm.Th 1 mm SNM 31259 The earliest necklaces uncovered in Sudan are composed of these thin, disc-shaped beads. Most were carved out of ostrich eggshell fragments which were perforated with a lithic borer and strung together before being shaped into discs. Some, which are not, however, distinguishable with the naked eye, were made of fine-grained limestone. Such beads were frequently found in Mesolithic deposits, though never in specific funerary contexts, which suggests that they were used in daily life. IC Zarattini 1983, 244",31259,sudan-ancient-treasures-images/31259.png,True,
13,Harpoon,Bone,SNM 31258,"13 Harpoon Bone Geili, no. GE1.D4.4 Mesolithic, c. 5500 zc L130 mm, W 23 mm. Th 10 mm SNM 31258 This almost complete bone harpoon was found in the deposits of the Neolithic site of Geili, but is probably to be ascribed to a Mesolithic occupation of the site. This type of Weapon Was one of the most characteristic elements of the hunting toolkit of the early riverine sites, Though fragments are frequently found, complete harpoons are extremely rare as they easily broke while being used to catch big fish or other game. This example has a long butt. Harpoons, with up to four barbs on one side only, have been found at other Mesolithic sites, such as Khartoum Hospital (Arkell 1949a, 75). The notch was probably designed to prevent the rope from slipping off the harpoon. IC Caneva 1988, 138",31258,sudan-ancient-treasures-images/31258.png,True,
